Leaving Date,Leaving Reason,Start Date,Division Name,Job Title,Grade Code,Position Reference,FTE,Staff Category,Contract Type,Division Name,Faculty Name,School Name,Subject Group Name,Salary
31/07/2020,Contract Expired,16/03/2020,Vice-Chancellor,Research Assistant,HU04,CHR11584,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Sport Exercise and Rehabilitation Sciences,Sport Health and Exercise Science (SHES),
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Service User/Care Advisor,HU02,CHR09763,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Social Work,
31/07/2020,Mutual Exit,01/01/2014,Vice-Chancellor,Support Worker,HU04,CHR09157,0.14,Professional,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,22417
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU09,CHR09616,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU09,CHR09449,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Voluntary Redundancy,01/11/2001,Vice-Chancellor,Teaching Fellow in Spanish,HU08,CHRDML010,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of Modern Languages,Modern Languages,49553
31/07/2020,Contract Expired,13/09/2019,Chief People Officer,Halls Representative,HU01,CHR09669,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Wellbeing Learning and Welfare Support,Student Life,
31/07/2020,Contract Expired,01/06/2020,Vice-Chancellor,External Advisor,HU09,CHR11943,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
31/07/2020,Resigned,01/06/2017,Chief Operating Officer,Business Improvement and Assurance Manager,HU09,CHR07988,1,Professional,Continuing,Chief Operating Officer,Business Improvement and Assurance,Business Improvement and Assurance,Business Improvement and Assurance,59135
31/07/2020,Contract Expired,05/05/2020,Vice-Chancellor,(DC) External Examiner,,CHR11865,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Organisational Behaviour and HRM,
31/07/2020,Contract Expired,16/04/2020,Vice-Chancellor,(DC) External Examiner,,CHR11850,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Teacher Education,
31/07/2020,Contract Expired,23/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR09776,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Psychology,Psychology,
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Service User/Care Advisor,HU02,CHR09764,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Social Work,
31/07/2020,Contract Expired,24/09/2019,Vice-Chancellor,Service User/Care Advisor,HU02,CHR09813,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Paramedical PeriOperative and Advanced Practice,Perioperative Care,
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Service User/Care Advisor,HU02,CHR09765,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Social Work,
31/07/2020,Contract Expired,29/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11979,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
31/07/2020,Voluntary Redundancy,25/02/2008,Vice-Chancellor,Project Officer,HU07,CHR05874,1,Professional,Fixed Term,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,38017
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10102,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Faculty of Health Sciences Office,Faculty of Health Sciences Office,
31/07/2020,Contract Expired,26/04/2019,Chief People Officer,Halls Representative,HU01,CHR09979,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Wellbeing Learning and Welfare Support,Student Life,
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU09,CHR09487,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Contract Expired,01/10/2019,Chief People Officer,Student Tester,HU04,CHR10156,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Services,Student Information Systems Team,
31/07/2020,Contract Expired,01/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR09625,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
31/07/2020,Contract Expired,08/08/2018,Vice-Chancellor,PG Demonstrator,HU06,CHR09595,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
31/07/2020,Contract Expired,13/09/2019,Chief People Officer,Halls Representative,HU01,CHR10094,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Wellbeing Learning and Welfare Support,Student Life,
31/07/2020,Contract Expired,13/09/2019,Chief People Officer,Halls Representative,HU01,CHR09665,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Wellbeing Learning and Welfare Support,Student Life,
31/07/2020,Contract Expired,01/10/2018,Central,External Manager,,CHR07148,0,Managers/Interims not paid via UoH Payroll,XX - External Visitor,Central,External Manager,External Manager,External Manager,
31/07/2020,Contract Expired,28/01/2020,Chief Operating Officer,Modular/Ad-Hoc Sessions Lecturer,HU06,CHR11124,0,Academic,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Fair Access,National Collaborative Outreach Programme,
31/07/2020,Contract Expired,08/10/2018,Research and Enterprise,Lead Developer,HU07,CHR09851,0.22,Professional,Fixed Term,Research and Enterprise,Institutes,Logistics and Humber Development Institute,Logistics and Humber Development Institute,34804
31/07/2020,Contract Expired,04/12/2017,Vice-Chancellor,Apprentice Administrator,HU04,CHR08035,1,Professional,Fixed Term,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,20130
31/07/2020,Contract Expired,11/06/2020,Vice-Chancellor,External Advisor,HU09,CHR11970,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,"Department of Geography, Geology and Environment",Geography and Environment,
31/07/2020,Contract Expired,21/01/2020,Chief Operating Officer,Modular/Ad-Hoc Sessions Lecturer,HU06,CHR11165,0,Academic,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Fair Access,National Collaborative Outreach Programme,
31/07/2020,VLS/Leaver,16/06/2011,Chief Operating Officer,Finance Business Partner,HU09,CHRD315023,1,Professional,Continuing,Chief Operating Officer,Finance Directorate,Finance Directorate,Finance Office,59135
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU09,CHR09485,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Resigned,01/09/2009,Vice-Chancellor,Lecturer,HU08,CHRDMA071,0.2,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,School of The Arts,Drama,48114
31/07/2020,Contract Expired,05/11/2018,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR07211,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Contract Expired,05/11/2018,Vice-Chancellor,Service User/Care Advisor,HU02,CHR07217,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Social Work,
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Service User/Care Advisor,HU02,CHR09762,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Social Work,
31/07/2020,Contract Expired,01/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR09603,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
31/07/2020,Contract Expired,16/03/2020,Vice-Chancellor,Research Assistant,HU04,CHR11564,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Sport Exercise and Rehabilitation Sciences,Sport Health and Exercise Science (SHES),
31/07/2020,Contract Expired,15/02/2020,Vice-Chancellor,Student Ambassador,HU01,CHR11278,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,
31/07/2020,Contract Expired,01/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR09726,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU09,CHR09495,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Contract Expired,06/01/2020,Vice-Chancellor,Stores Helper,HU04,CHR10682,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,
31/07/2020,Contract Expired,01/06/2020,Research and Enterprise,Student Ambassador,HU01,CHR11925,0,Professional,Occasional Worker,Research and Enterprise,PVC Research and Enterprise Office,PVC Research and Enterprise Office,PVC Research and Enterprise Office,
31/07/2020,Voluntary Redundancy,18/03/2000,Vice-Chancellor,Lecturer,HU08,CHR09370,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of History,History,49553
31/07/2020,Contract Expired,01/11/2019,Chief Operating Officer,Student Ambassador,HU01,CHR10151,0,Professional,Occasional Worker,Chief Operating Officer,Estates,Catering and Events,Hull Campus Commercial Services,
31/07/2020,Contract Expired,02/01/2019,Chief People Officer,Halls Representative,HU01,CHR09667,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Wellbeing Learning and Welfare Support,Student Life,
31/07/2020,Contract Expired,22/10/2018,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR07201,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Contract Expired,22/10/2018,Vice-Chancellor,Service User/Care Advisor,HU02,CHR07221,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Mutual Exit,13/11/1972,Vice-Chancellor,Technician,HU06,CHR10456,1,Professional,Continuing,Vice-Chancellor,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,33797
31/07/2020,Contract Expired,01/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR09624,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10241,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Faculty of Health Sciences Office,Faculty of Health Sciences Office,
31/07/2020,Contract Expired,01/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR09607,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
31/07/2020,Voluntary Redundancy,01/09/1998,Vice-Chancellor,Senior Lecturer,HU09,CHR09381,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of History,History,59135
31/07/2020,Contract Expired,21/01/2020,Chief Operating Officer,Modular/Ad-Hoc Sessions Lecturer,HU06,CHR11166,0,Academic,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Fair Access,National Collaborative Outreach Programme,
31/07/2020,Contract Expired,01/10/2019,Chief People Officer,Student Tester,HU04,CHR10125,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Services,Student Information Systems Team,
31/07/2020,VLS/Leaver,14/05/2012,Vice-Chancellor,Senior Lecturer,HU09,CHR06517,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of Modern Languages,Modern Languages,54131
31/07/2020,Contract Expired,01/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR09600,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
31/07/2020,Voluntary Redundancy,19/05/2015,Vice-Chancellor,Lecturer,HU08,CHR09310,1,Academic,Continuing,Vice-Chancellor,Faculty of Science and Engineering,"Department of Geography, Geology and Environment",Geology,42792
31/07/2020,Contract Expired,24/09/2019,Vice-Chancellor,Service User/Care Advisor,HU02,CHR09858,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Paramedical PeriOperative and Advanced Practice,Perioperative Care,
31/07/2020,Contract Expired,27/04/2020,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR11804,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Teacher Education,
31/07/2020,Contract Expired,20/02/2017,Vice-Chancellor,Research Assistant,HU06,CHR03375,1,Academic,Fixed Term,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of History,History,30046
31/07/2020,Contract Expired,19/10/2018,Vice-Chancellor,Student Ambassador,HU01,CHR07222,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Psychology,Psychology,
31/07/2020,Voluntary Redundancy,04/03/2002,Vice-Chancellor,Administrator,HU04,CHRFBU006,0.47,Professional,Continuing,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,22417
31/07/2020,Contract Expired,08/05/2019,Vice-Chancellor,Service User/Care Advisor,HU02,CHR08886,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Nursing and Midwifery,Nursing,
31/07/2020,Contract Expired,01/10/2019,Vice-Chancellor,Student Ambassador,HU01,CHR11279,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,
31/07/2020,Contract Expired,01/10/2019,Chief People Officer,Student Tester,HU04,CHR10280,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Services,Student Information Systems Team,
31/07/2020,Contract Expired,10/03/2020,Chief Operating Officer,Modular/Ad-Hoc Sessions Lecturer,HU06,CHR11460,0,Academic,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Fair Access,National Collaborative Outreach Programme,
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10251,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Faculty of Health Sciences Office,Faculty of Health Sciences Office,
31/07/2020,Contract Expired,01/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR09594,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
31/07/2020,Contract Expired,08/11/2018,Vice-Chancellor,Student Ambassador,HU01,CHR07276,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Sport Exercise and Rehabilitation Sciences,Sport Health and Exercise Science (SHES),
